Time_s,X,Y,Z,Roll_deg,Pitch_deg,Yaw_deg,Ref_X,Ref_Y,Ref_Z,Ref_Yaw,vx,vy,vz,p,q,r,T_pert,tau_x,tau_y,tau_z,RPM_0,RPM_1,RPM_2,RPM_3
0.0519999999999996,2.9102930597264804e-22,4.0,0.010054998081898055,-1.3931583648564343e-17,-3.34505924057577e-19,8.092100058636651e-12,1.4894270409911578e-22,4.0,0.016216050707931907,7.190026546353704e-22,-3.7826582460950064e-20,-2.383735342305292e-22,0.000999990310418357,0.0,0.0,0.0,1.9189653335863468,1.1827260127865804e-18,4.699416913946903e-18,-9.45285162456466e-12,585.6698475750825,585.6698475750826,585.66984754558,585.66984754558
0.1039999999999992,7.486228326728109e-20,4.0,0.011056938772985593,1.2511125961034131e-14,4.863590784424208e-16,3.673307009834565e-05,1.4770069996864642e-22,4.0,0.032758437754563774,7.130070318737395e-22,4.2402662558284645e-18,9.738311396523693e-18,0.050711321735959734,0.0,0.0,0.0,3.43258958702023,-2.4332245262338507e-15,1.221778484383459e-16,-6.379734111975058e-06,622.3232299628229,622.3232299628223,622.3044911416443,622.304491141645
0.1559999999999988,-1.0475490366868829e-19,4.0,0.018209119830548865,3.596310273509496e-14,-9.978545237971749e-15,7.024116853775236e-05,1.4580284377876157e-22,4.0,0.05803618915790014,7.038453636544268e-22,6.73556691086051e-18,1.195394709441914e-16,0.2044364834022785,0.0,0.0,0.0,3.9933647191135764,-4.951186594940461e-15,2.5180699890326036e-15,-3.7967938580067807e-06,635.3590627378799,635.3590627378793,635.3481395177885,635.3481395177904
0.2079999999999984,-6.663323220391431e-18,4.0,0.03464958147967386,6.056119864998431e-14,-1.8901437914790773e-14,6.080175779837297e-05,1.4335514179321913e-22,4.0,0.09063739605111035,6.920293822271651e-22,-8.439784999019935e-17,4.0567604811485903e-16,0.39403231369566083,0.0,0.0,0.0,4.02138955041905,-5.675000389783281e-15,2.3077956094112847e-15,-6.337785340917011e-07,635.9991608481131,635.9991608481123,635.9973393414381,635.9973393414404
0.259999999999998,-2.331298520307004e-17,4.0,0.06117051881053997,6.582160409143329e-14,5.608950782774413e-15,3.546891165123969e-05,1.4045131622135646e-22,4.0,0.12931376221384347,6.780115200740922e-22,-3.8175200272667886e-16,6.78800887373495e-16,0.5876848098192139,0.0,0.0,0.0,3.7196401227533373,-4.12583354072115e-15,-1.3226868736872747e-15,7.462458981890321e-07,629.021352415058,629.0213524150566,629.0235209427973,629.0235209427981
0.3119999999999976,-3.69593934230557e-17,4.0,0.09738614410837411,5.217511454506143e-14,2.2352681800165317e-14,1.4195997358808453e-05,1.371740588132666e-22,4.0,0.17296390730279548,6.621909614868653e-22,-4.635430664217885e-16,7.169612812010131e-16,0.7674455976563203,0.0,0.0,0.0,3.225541475959118,-2.271533454485674e-15,-2.3112783290205375e-15,8.888308087676767e-07,617.4284351027735,617.4284351027723,617.431066465444,617.4310664654439
0.36400000000000077,-3.7291716264969224e-17,4.0,0.1422333335047579,4.792203430008847e-14,1.9398842817039517e-14,2.34186984083168e-06,1.3359616482530187e-22,4.0,0.2206182634427897,6.449191166461898e-22,-2.269463275384184e-16,7.66190950446084e-16,0.9230546505610974,0.0,0.0,0.0,2.6404903879778017,-3.6775079364131e-15,-7.806079429262069e-16,5.835716960243419e-07,603.4143119778695,603.4143119778684,603.416079753483,603.4160797534839
0.41600000000000037,-2.679032665665711e-17,4.0,0.19427415225934053,5.949340883483894e-14,-6.8584878416050585e-15,-2.072993406326134e-06,1.2978155831156743e-22,4.0,0.27142541925873054,6.265045710908783e-22,3.046629670630587e-16,1.0767909796303752e-15,1.0493246882256888,0.0,0.0,0.0,2.0393820311444273,-5.1101758643916175e-15,2.673876018976774e-15,2.642512641482348e-07,588.668181791026,588.6681817910253,588.6690023227363,588.6690023227387
0.46799999999999997,-1.1388694080821523e-09,3.9999999988611266,0.2519327035461875,0.00015606159063843257,-0.00015604301191698608,-1.4546333258354424e-05,1.2578621872106546e-22,4.0,0.3246397784282443,6.0721755875203255e-22,2.3193205790002725e-06,2.3195792611697757e-06,1.1450856039645454,0.0,0.0,0.0,1.4717171905656006,-4.82591748465554e-05,4.8252014947586895e-05,2.5853262573736393e-06,574.3908447437353,574.3908425956616,574.3845935503547,574.4135478940742
0.5199999999999996,-8.580408477560076e-08,3.999999914185589,0.31366518622580164,0.00032060020910564023,-0.00032061651999073197,-2.8656726655605057e-05,1.2165901788942362e-22,4.0,0.37961041169852133,5.8729400242805815e-22,4.0428820301985734e-06,4.042543160079454e-06,1.2119841733923222,0.0,0.0,0.0,0.965484173230063,-3.5963297798738544e-05,3.597996530570725e-05,1.6130564181236242e-06,561.3573031800263,561.3573082966215,561.3515155474919,561.3736005002273
